Formeln und Tabellen von Paetec,Paetec für Sek I+II,Mathematics,DE,Berlin
Into the wild,Jon Krakauer,Memoir,EN,Berlin
Hidden Cities: A Memoir of Urban Exploration,Moses Gates,Memoir,EN,Berlin
Was mache ich hier,Bruce Chatwin,"Memoires
",DE,Berlin
Dressed for Death,Donna Leon,Mystery,EN,berlin
We are our brains,Dick Frans Swaab,Neuroscience,EN,Berlin
This Is Your Brain on Music,Daniel J Levitin,"Neuroscience, Music",EN,Berlin
Der Dativ ist dem Genitiv sein Tod,Bastian Sick,Non Fiction,DE,Berlin
Elvis ist tot,Gerhard waldherr,Non Fiction,DE,Berlin
Energie für Europa,Martin Hermann,Non Fiction,DE,Berlin
Global Player: warum wir nicht mehr erwachsen werden,Sascha Lehnartz,Non Fiction,DE,Berlin
A Cold Peace,Jeffrey E Garten,Non Fiction,EN,Berlin
Der Klang Der Familie,"Felix Denk, Sven Von Thulen",Non Fiction,EN,Berlin
Tales of Ordinary Madness,Charles Bukowski,Non Fiction,EN,Berlin
Time to Listen: Hearing People on the Receiving End of International Aid,"Mary B. Anderson, et. al. ",Non Fiction,EN,Berlin
Escape from Camp 14,Blaine Harden,Non-fiction,EN,Berlin
The Country Under My Skin,Gioconda Belli,Non-fiction,EN,Berlin
LIFE,Keith Richards,Non-fiction,EN,Berlin
Quiet: The Power of Introverts in a World that Can't Stop Talking,Susan Cain,Non-fiction,EN,Berlin
Le Curé de Tours,Honoré de Balzac,Novella,FR,Berlin
Sur l'eau,Guy de Maupassant,Novella,FR,Berlin
Das Kartengeheimnis,Jostein Gaarder,Philosophical Fiction,DE,Berlin
Das Orangenmädchen,Jostein Gaarder,Philosophical Fiction,DE,Berlin
"Durch einen Spiegel, in einem dunkelen Wort",Jostein Gaarder,Philosophical Fiction,DE,Berlin
Maja,Jostein Gaarder,Philosophical Fiction,DE,Berlin
Sofies Welt,Jostein Gaarder,Philosophical Fiction,DE,Berlin
Sofies Welt,Jostein Gaarder,Philosophical Fiction,DE,Berlin
The little prince,Antoine de Saint-Exupery,Philosophical Fiction,EN,Berlin
Das andere geschlecht sitte und sexus der frau,Simon de Beauvoir,Philosophy,DE,Berlin
Das kleine Buch vom Glück,Jean Gastaldi,Philosophy,DE,Berlin
Die tagebücher,Anais Nin,Philosophy,DE,Berlin
Fragmente einer sprache der liebe,Roland Barthes,Philosophy,DE,Berlin
Hauptwerke der philosophie,Andreas Greaser,Philosophy,DE,Berlin
Hauptwerke der philosophie ,von kant bis nietzsche,Philosophy,DE,Berlin
Hipster,Mark greif u.a. (Hg.),Philosophy,DE,Berlin
Liebe dein symptom wie dich selbst!,Slavoj Zizek,Philosophy,DE,Berlin
Nacktheiten,Giorgio Agamben,Philosophy,DE,Berlin
"Paare, Passanten",Botho Strauss,Philosophy,DE,Berlin
"Paare, Passanten",Botho Strauss,Philosophy,DE,Berlin
Philosphie der internationalen politik,"Frank Dietrich, Veronique Zanetti",Philosophy,DE,Berlin
Theorie des kommunikativen handelns band 1,Jürgen Habermas,Philosophy,DE,Berlin
The Art of Loving,Erich Fromm,Philosophy,EN,Berlin
The Communist manifesto penguin review,Karl Marx and Friedrich Engels,Philosophy,EN,Berlin
The essential swedeborg,Sig Synnestvedt,Philosophy,EN,Berlin
The Unbearable Lightness of Being,Milan Kundera,Philosophy,EN,Berlin
Who owns the future?,Jaron Lanier,Philosophy,EN,Berlin
A Thousand years of non-linear History,Manuel De Landa,Philosophy,EN,Berlin
Así habló Zarathustra,Nietszche,Philosophy,ES,Berlin
El nacimiento de la tragedia,Nietszche,Philosophy,ES,Berlin
Le musée imaginaire,André Malraux,Philosophy,FR,Berlin
L'etranger,Albert Camus,Philosophy,FR,Berlin
L'Étranger,Albert Camus,Philosophy,FR,Berlin
The Pig That Wants to be Eaten,Julian Baggini,"Philosophy
",EN,Berlin 
Der kleine prinz kehrt zurück,Jean-pierre davidts,Philosphy,DE,Berlin
Hauptwerke der philosophie 20. Jahrhunder,"Adorno,heidegger,carnap and more..",Philosphy,DE,Berlin
Transparenzgesellschaft,Byung-chul Han,Philosphy,DE,Berlin
Was ist macht?,Byung-Chul Han,Philosphy,DE,Berlin
A love story in letters,Rilke and Andreas Salome,Philosphy,EN,Berlin
A guide to the good life (the ancient art of stoic life),William B. Irvine,Philosphy,EN,Berlin
Vagabonding,Rolf Potts,Philosphy,EN,Berlin
Le petit prince,Antoine de Saint-Exupery,Philosphy,FR,Berlin
La philosophie dans le boudoir,Sade,Philosphy,FR,Berlin
Einbruch der zeit,Jean Gebser,"Philosphy
",DE,Berlin
On the shortness of life: life is long if you know how to use it,Seneca,"Philosphy
",EN,Berlin
Istanbul,Ara Güler,Photography,EN,Berlin
8 steps to a pain free back,Esther Gokhale,Physical Therapy,EN,Berlin
Just six numbers,Martin Rees,Physics,EN,Berlin
Briefe an Rinette,Antoine de Saint-Exupery,Poetry,DE,Berlin
Der Prophet,Khalil Gibran,Poetry,DE,Berlin
Die Gedichte,Rainer Maria Rilke,Poetry,DE,Berlin
Wondratschek Gedichte/Lieder,Wolf Wondratschek,Poetry,DE,Berlin
Silver-poets of the 16th Centre,Multiple authors,Poetry,EN,Berlin
The collected Poems of W.B. Yeats,W.B. Yeats,Poetry,EN,Berlin
"the soul of rumi
",coleman barks,poetry,EN,Berlin
rumi - the big red book,coleman barks,poetry,EN,Berlin 
"love, soul & freedom - dancing with rumi on the mystical path
",Breton & Largent,Poetry,EN,Berlin
2x Lala - Naked Song,coleman barks,Poetry,EN,Berlin
Spirits Rebellious,Khalil Gibran,Poetry,EN,Berlin
Thoughts and Meditations,Khalil Gibran,Poetry,EN,Berlin
The Prophet,Khalil Gibran,Poetry,EN,Berlin
"I, Lala - The Poems of Lal Ded
","ranjit hoskote
",Poetry,EN,Berlin
The Tao Te Ching - a Zen poet`s view,D.R. Streeter,Poetry,EN,BErlin
Rumi - Birdsong ,coleman barks,Poetry,"EN
",Berlin
Antologia poezja polskiej ( od sredniowiecza do wspotczesnosci),Multiple authors,Poetry,PL,Berlin
Nacht über den wassern,Ken follet,Political Fiction,DE,Berlin
Neu start,Patrick D. Cowden,Political science,DE,Berlin
Postdemokratie,Colin Crouch,Political science,DE,Berlin
Political ideologies an introduction,Andrew Heywood,Political science,EN,Berlin
The Origins of Totalitarianism,Hannah Arendt,Political science,EN,Berlin
Al Qaeda and what it means to be modern,John gray,Political science,EN,Berlin
Wettlauf ins 21 jahrhunder - Die zukunf europas zwischen amerika und asien,Konrad seitz,Politics,DE,Berlin
A very short introduction: Globalisation,Manfred B. Steger,Politics,EN,Berlin
A very short introduction: Political Philosphy,David Miller,Politics,EN,Berlin
A very short introduction:The european union,John Pinder & Simon Usherwood,Politics,EN,Berlin
"Der Mann, der seine Frau mit einem Hut verwechselte",Oliver Sacks,Psychology,DE,Berlin
Der Wunderbare weg,M. Scott Peck,Psychology,DE,Berlin
Die traumdeutung,Sigmung Freud,Psychology,DE,Berlin
Studien über Hysterie,Josef breuer Sigmund freud,Psychology,DE,Berlin
Blink,Malcolm Gladwell,Psychology,EN,Berlin
Character Analysis,Wilhem Reic,Psychology,EN,Berlin
Evolutionary Psychology: A Graphic guide,Dylan Evans & Oscar Zarate,Psychology,EN,Berlin
Mastery,Robert Greene,Psychology,EN,Berlin
Opening Up,Tristan Taormino,Psychology,EN,Berlin
Quiet,Susan Cain,Psychology,EN,Berlin
The 7 Habits of Highly Effective People,Stephen R. Covey,Psychology,EN,Berlin
The Gift of Fear,Gavin De Becker,Psychology,EN,Berlin
The gifts of imperfection,Brené Brown,Psychology,EN,Berlin
The power of Habit,Charles Duhigg,Psychology,EN,Berlin
The Stuff of Thought,Steven Pinker,Psychology,EN,Berlin 
Thinking Fast and Slow,Daniel Kahnemann,Psychology,EN,Berlin 
What the Dog Saw,Malcolm Gladwell,Psychology,EN,Berlin
Inteligencia erotica,Esther perel,Psychology,ES,Berlin
La fatigue d'étre soi,Alain Ehrenberg,Psychology,FR,Berlin
Cabinets of Wonder,Davenne&Fleurent,Reference,EN,Berlin
Orientalism,Edward W. Said,Religion,EN,Berlin
The Holy Bible,King James Version,Religion,EN,Berlin
Ein tag wie ein leben,Nicholas Sparks,Romance,DE,Berlin
Jules und Jim,Henri-Pierre Roché,Romance,DE,Berlin
A note of parting,Liz Ryan,Romance,EN,Berlin
Between friends,Kathleen rowntree,Romance,EN,Berlin
Champagne kisses,Amanda Brunker,Romance,EN,Berlin
City Lives,Patricia Scanlan,Romance,EN,Berlin
Confessons of a demented housewife,Niamh Green,Romance,EN,Berlin
Days like these,Rebecca Tyrrel,Romance,EN,Berlin
Faith of the fallen,Terry goodkind,Romance,EN,Berlin
Fast women,Jennifer crusie,Romance,EN,Berlin
Fifty Shades Darker,E L James,Romance,EN,Berlin
Fifty Shades Freed,E L James,Romance,EN,Berlin
Fifty Shades of Grey,E L James,Romance,EN,Berlin
Goodnight nobody,Jennifer Weiner,Romance,EN,Berlin
Honeymoon,Amy jenkins,Romance,EN,Berlin
Love eternally ,Debora wright,Romance,EN,Berlin
Mad about the girls,Francesca clementis,Romance,EN,Berlin
Maternal instinct,Caroline Leavitt,Romance,EN,Berlin
Me and Mr Darcy,Alexandre Potter,Romance,EN,Berlin
One Fifth avenue,Candace Buschnell,Romance,EN,Berlin
Second chance pass,Robyn carr,Romance,EN,Berlin
Shopaholic ties the knot,Sophie Kinsella,Romance,EN,Berlin
Spellbound,Jane Green,Romance,EN,Berlin
The lost art of keeping secrets,Eva Rice,Romance,EN,Berlin
The other woman,Jane green,Romance,EN,Berlin
The shop on blossom street,Debbie Macomber,Romance,EN,Berlin
Tongue in cheek,Fiona walker,Romance,EN,Berlin
Up & out,Arielle papa,Romance,EN,Berlin
West-end girls,Jenny Colgan,Romance,EN,Berlin
Where the heart is,Billie Letts,Romance,EN,Berlin
The douglas fir,Anyta Sunday,Romance,EN,Berlin
Belle du seigneur,Albert Cohen,Romance,FR,Berlin
La peau de chagrin ,Balzac,Romance,FR,Berlin
" Atta Troll, Deutschland ein Wintermärchen",Heinrich Heine,Satire,DE,Berlin
Essential of statistics for the behavioral sciences,"Frederick j gravetter, Larry b. wallnau",Satistics,EN,Berlin
Das magische labyrinth,Philip José Farmer,Sci-Fi,DE,Berlin
Mort,Terry Pratchett,Sci-Fi,EN,Berlin
The Years of Rice and Salt,Kim Stanley Robinston,Sci-Fi,EN,Berlin
Ender's game,Orson Scott Card,Sci-fi,EN,Berlin
Schismatrix,Bruce Sterling,Sci-Fi,EN,Berlin
Neuromancer,William Gibson,Sci-Fi,EN,Berlin
Einsteins Ideen,Banesh Hoffmann,Science,DE,Berlin
The 7 Habits of Highly Effective People,Stephen R. Covey,Self Improvement,EN,Berlin
Tales of Outer Suburbia,Shaun Tan,Short Fiction,EN,Berlin
Rudende Hunde,"Elke Heidenreich, Bernd Schroeder",Short Stories,DE,Berlin
Beginners,Raymond carver,Short Stories,DE,Berlin
Im Morgengrauen,Stephen King,Short Stories,DE,Berlin
"In einem Monat, In einem Jahr",Francoise Sagan,Short Stories,DE,Berlin
Mythologische nacht,Manfred Kyber,Short Stories,DE,Berlin
Readers Digest Auswahlbucher,Ken follet & Wendelgard von staden & Robert P. Davis,Short Stories,DE,Berlin
The art of short story,multiple,Short Stories,EN,Berlin
Father brown: selected stories,G.K. Chesteron,Short Stories,EN,Berlin
Kulturwissenschaftliche gedächnistheorien,Nicolas Pethes,Sociology,DE,Berlin
Der kleine unterschied und die grossen folgen,Alice schwarzer,Sociology,DE,Berlin
Warum liebe weh tut,Eva Illouz,Sociology,EN,Berlin
German Made Simple,Arnold Leitner,Study Aid,EN,Berlin
The Awakening of the Human Spirit,Hazrat Inayat Khan,Sufism,EN,Berlin
Four plays : the private ear - the public eye - white liars - black comedy,Peter shaffer,Theater,EN,Berlin
Macbeth,William Shakespeare,Theater,EN,Berlin
The tempest,Shakespeare,Theater,EN,Berlin
A Roland Barthes Reader,"Roland Barthes, Susan Sontag (Ed.)",Theory,EN,Berlin
Maps of the Imagination: The writer as a cartographer,Peter Turchi,Theory,EN,Berlin
"Stark ""The Dark Half""",Stephen King,Thriller,DE,Berlin
"""K"" is for killer",Sue grafon,Thriller,EN,Berlin
A wild justice,Graig Thomas,Thriller,EN,Berlin
Compulsion,Jonathan Kellerman,Thriller,EN,Berlin
Crime and Punishment,Fyodor Dostoyevsky,Thriller,EN,Berlin
Dance with death,Barbara Nadel,Thriller,EN,Berlin
Fallen Gods,Jardine Quintin,Thriller,EN,Berlin
Force protection,Gordon Kent,Thriller,EN,Berlin
Gerald`s game,Stephen King,Thriller,EN,Berlin
Our kind of traitor,John le Carré,Thriller,EN,Berlin
Rainbow six,Tom clancy ,Thriller,EN,Berlin
Room,Emma Donoghue,Thriller,EN,Berlin
Shutter Island,Dennis lehane,Thriller,EN,Berlin
The Adventures of Sherlock Holmes,Conan Doyle,Thriller,EN,Berlin
The body farm,Patricia Cornwell,Thriller,EN,Berlin
The broken shore,Peter Temple,Thriller,EN,Berlin
The dead room,Chris mooney,Thriller,EN,Berlin
The deceived,Brett Battles,Thriller,EN,Berlin
The devil`s bones,Jefferson bass,Thriller,EN,Berlin
The Power of the dog,Don Winslow,Thriller,EN,Berlin
The rainmaker,John Grisham,Thriller,EN,Berlin
The tweltfth card,Jeffery deaver,Thriller,EN,Berlin
Wild fire,Nelson Demille,Thriller,EN,Berlin
A Painted House,John Grisham,Thriller,EN,Berlin
Brüssel,Baedeker,Travel guide,DE,Berlin
Brüssel,Marco Polo,Travel guide,DE,Berlin
"Brüssel, Antwerpen, Gent & Brügge",Dorling Kindersley,Travel guide,DE,Berlin
Charlottenburg,Kiez.de,Travel guide,DE,Berlin
Dresden,Baedeker,Travel guide,DE,Berlin
Gebrauchs Anweisung für Deutschland,Wolfgang Koydi,Travel guide,DE,Berlin
Krakau,"J. Szurmant, M. Niedzielska",Travel guide,DE,Berlin
London (1998),Apa Guide,Travel guide,DE,Berlin
New York,Baedeker,Travel guide,DE,Berlin
Prag,Marco Polo,Travel guide,DE,Berlin
Spaziergänge in Charlottenburg,Klaus-Dieter Wille,Travel guide,DE,Berlin
Culture Shock! Berlin,Agnes Sachsenroede,Travel guide,EN,Berlin
London Free and Dirt Cheap,Joe Fullman,Travel guide,EN,Berlin
City Guide: Berlin,Phaidon,Travel guide,EN,Berlin
Dublin,Lonely Planet,Travel guide,EN,Berlin
Europe on a shoestring,Lonely Planet,Travel guide,EN,Berlin
India (2011),Lonely Planet,Travel guide,EN,Berlin
Kapstadt und garden route ( 2007),Iwanowski`s,Travel guide,EN,Berlin
Let's Go Germany,Let's Go,Travel guide,EN,Berlin
London TOP 10 (2008),Dorling Kindersley,Travel guide,EN,Berlin
Poland Guide for tourists,Itb berlin,Travel guide,EN,Berlin
Southeast Asia on a shoestring,Lonely Planet,Travel guide,EN,Berlin
The greenwood guide to south africa and namibia with zambia and botswana. 7th edition,Greenwood guide,Travel guide,EN,Berlin
"Vietnam, Cambodia, Laos & Northern Thailand (2012)",Lonely Planet,Travel guide,EN,Berlin
Powiat Wejherowski,Jarozlaw Ellwart,Travel guide,PL,Berlin
A guide for grown-ups,Antoine de Saint-Exupery,Trivial,EN,Berlin
The book of trees,Manuel Lina,Trivial,EN,Berlin
What i know now - letters to my younger self,Multiple extraordinary woman,Trivial,EN,Berlin
Meditation ,OSHO,Yoga,EN,Berlin
Pranayama The breath of yoga,Gregor maehle,Yoga,EN,Berlin
Teaching yoga,Mark Stephens,Yoga,EN,Berlin
Zen mind. Beginner`s mind,Shunryu Suzuki,Yoga,EN,Berlin
Theorie des kommunikativen handelns band 2,Jürgen Habermas,Theory,DE,Berlin
Warum lesen? Warum nicht?,Zitatensammlung,Qoutes,DE,Berlin
Berlin then and now,Nick Gay,Photography,EN,Berlin
Brick lane,Monica Ali,Fiction,EN,Berlin
Bury Me Standing,Isabel Fonseca,Anthropology,EN,Berlin
Cat's Eye,Margaret Atwood,Fiction,EN,Berlin
Child 44,Tom Rob Smith,Thriller,EN,Berlin
Cloudsplitter,Russel Banks,Historical Fiction,EN,Berlin
Cosmopolitansim,Kwame Anthony Appiah,Philosophy,EN,Berlin
East of Eden,John Steinbeck,Fiction,EN,Berlin
Gulliver's Travels,Jonathan Swift,Fiction,EN,Berlin
Heart of darkness & other stories,Joseph conrad,Fiction,EN,Berlin
Hunger,Knut Hamsun,Fiction,EN,Berlin
If this is a man and the truce,Primo Levi,Memoir,EN,Berlin
jivamukti yoga,Sharon Gannon and David Life,Yoga,EN,Berlin
Kaleidoscrope: lenses on reality,multiple,Philosphy,EN,Berlin
Lord of the Flies,William Golding,FIction,EN,Berlin
One Flew Over the Cuckoo's Nest,Ken Kesey,Fiction,EN,Berlin
Oranges are not the only fruit,Jeanette Winterson,Fiction,EN,Berlin
Photocrafty,Sue Venables,Photography,EN,Berlin
Photography - the whole story,Juliet Hacking,Photography,EN,Berlin
Police,Jo Nesbo,Thriller,EN,Berlin
Runaway Jury,John Grisham,Thriller,EN,Berlin
Sex at dawn,"Christopher Ryan, Cacilda Jetha",Human sexuality,EN,Berlin
Sophie's Choice,William Styron,Philosphy,EN,Berlin
Stoner,John Williams,Fiction,EN,Berlin
Street Lawyer,John Grisham,Thriller,EN,Berlin
Suite française,Irène Némirovsky,Fiction,EN,Berlin
Tess of the D'Urbervilles,Thomas Hardy,Fiction,EN,Berlin
The Black Album,Hanif Kureishi,Fiction,EN,Berlin
The Bone Bed,Patricia Cornwell,Thriller,EN,Berlin
The Book of Salt,Monique Truong,Fiction,EN,Berlin
The Book Thief,Markus Zusak,Historical Fiction,EN,Berlin
The bottom billion,Paul Collier,Economics,EN,Berlin
The cat`s table,Michael Ondaatje,Fiction,EN,Berlin
The dark,Lemony Snicket & Jon Klassen ,Comic,EN,Berlin
The Guest Worker Question in Postwar Germany,Rita Chin,History,EN,Berlin
The hotel hampshire,John Irving,Fiction,EN,Berlin
The Koran,Oxford University Press Edition,Religion,EN,Berlin
The magician king,Lev Grossman,Fantasy,EN,Berlin
The Power of Babel,John McWhorter,Linguistics,EN,Berlin
The rosie project,Graeme C. Simsion,Romance,EN,Berlin
The Sacredness of the Person,Hans Joas,Human Rights,EN,Berlin
The Secret Life of Bees,Sue Monk Kidd,Fiction,EN,Berlin
The Tin Drum,Günter Grass,Historical Fiction,EN,Berlin
The World According to Garp,John Irving,Fiction,EN,Berlin
The-Hundred-year-old Man who climbed out of the Window and disappeard,Jonas Jonasson,Fiction,EN,Berlin
Waste,Tristram stuart,Economics,EN,Berlin
Watership Down,Richard Adams,Fantasy,EN,Berlin
Weapons of mass diplomacy,Lanzac & Blain,Graphic Novel,EN,Berlin
Word freak,Stefan Fatsis,Entertainment,EN,Berlin
Inventing the enemy,Umbert Eco,Essays,EN,Berlin
The paradox of choice,B. Schwartz,Psychology,EN,Berlin
Ape and essence,A. Huxley ,Fiction,EN,Berlin
The other Poe,E. A. Poe,,EN,Berlin
"
Freakonomics

","S. D. Levitt, S. J. Dubner",Economics,EN,Berlin
The Magus,J. Fowles,Fiction,EN,Berlin
 Die verlorene Ehre der Katharina Blum,H. Böll,Fiction,EN,Berlin
Fun Home,Alison Bechdel,Comic,EN,Berlin
